weight,ll,llt,prior
1.0,-20.865650625032,0.0,-2.1879304184430417
1.0,-14.248260468916454,0.0,-2.0194616500333287
1.0,-35.22092163044724,0.0,-3.020050618399056
1.0,-35.95554457922117,0.0,-3.072257985418914
1.0,-5.699428886600963,0.0,-2.8209630026737615
1.0,-6.26324379233561,0.0,-4.130146256895957
1.0,-6.313237513642197,0.0,-2.5593742390754484
1.0,-40.052010707946735,0.0,-3.3751657912330577
1.0,-8.554677191859984,0.0,-2.1926368688145406
1.0,-40.03679403216482,0.0,-3.374006293932128
1.0,-15.881605076043137,0.0,-2.038580809445045
1.0,-8.642509611541042,0.0,-2.184792725305262
1.0,-11.433206592778761,0.0,-2.0419073131120724
1.0,-11.279559589527555,0.0,-2.0458426194677215
1.0,-10.626497930157713,0.0,-2.0666811710722395
1.0,-5.56829574930544,0.0,-2.922936244954464
1.0,-5.5472651438194,0.0,-2.9437894480761857
1.0,-15.490049219392164,0.0,-2.032312540449658
1.0,-29.91254602666654,0.0,-2.665480664055826
1.0,-8.366109547651469,0.0,-2.2104881010311512
1.0,-13.008162535969426,0.0,-2.0191225785904727
1.0,-30.39103305298307,0.0,-2.6956331185142988
1.0,-12.949742514781036,0.0,-2.0194635357449275
1.0,-9.868868712905947,0.0,-2.100530487501746
1.0,-19.147387094023614,0.0,-2.123925533447272
1.0,-5.571655070729836,0.0,-2.9197663826395504
1.0,-5.47550110967682,0.0,-3.4359250711822735
1.0,-17.88965245677002,0.0,-2.0847630211995196
1.0,-11.548602239247252,0.0,-2.039175297081436
1.0,-9.803120459397242,0.0,-2.1040356003901506
1.0,-21.37554845900298,0.0,-2.2089889261148246
1.0,-7.314986371289248,0.0,-2.342495059323875
1.0,-8.026916036443897,0.0,-2.2464530547183106
1.0,-16.26594429384865,0.0,-2.0456669977346507
1.0,-7.88468936751185,0.0,-2.2631961721816802
1.0,-5.789263610271245,0.0,-3.7970163315135173
1.0,-10.735227710119378,0.0,-2.062720202377695
1.0,-9.687356604685808,0.0,-2.110450850467473
1.0,-6.077449091247383,0.0,-2.6381121990723506
1.0,-5.837970578961157,0.0,-2.7417204374002067
1.0,-11.549884456637454,0.0,-2.0391459937213563
1.0,-7.787034869507261,0.0,-2.2753275253917327
1.0,-13.391499111175378,0.0,-2.0177249254112297
1.0,-10.237907006723898,0.0,-2.0826076639385667
1.0,-13.872947691931985,0.0,-2.0179171697298033
1.0,-13.389775061391813,0.0,-2.017728040523952
1.0,-6.063422368385558,0.0,-2.6433952588194973
1.0,-16.75288279053608,0.0,-2.0558966315090306
1.0,-14.93387630543139,0.0,-2.0251703319006404
1.0,-27.860366464018313,0.0,-2.54084905619035
1.0,-6.412802555006354,0.0,-2.5307113858723795
1.0,-28.280934505896376,0.0,-2.5657430538725636
1.0,-40.91930080755587,0.0,-3.4416452004024496
1.0,-17.141080832487393,0.0,-2.064998926749097
1.0,-7.1760538207235465,0.0,-2.3654495343912383
1.0,-6.414541681795126,0.0,-2.530230554008022
1.0,-10.685369020117177,0.0,-2.0645107950189048
1.0,-16.599984199550818,0.0,-2.0525387240692883
1.0,-20.145369652842806,0.0,-2.1597394762670565
1.0,-26.513768852715554,0.0,-2.46356245146422
1.0,-7.251582644985767,0.0,-2.3527654601489076
1.0,-42.811274079057505,0.0,-3.5892448183324532
1.0,-18.281454052764488,0.0,-2.096197742475852
1.0,-5.799994423681904,0.0,-2.7615422871698323
1.0,-5.862954564102916,0.0,-2.729305970527979
1.0,-7.249611188264692,0.0,-2.3530902160686837
1.0,-11.224958781672257,0.0,-2.047325226409588
1.0,-25.720638385027446,0.0,-2.4198729788164535
1.0,-7.7115345073199375,0.0,-2.285084976915858
1.0,-10.657094008394237,0.0,-2.065545557304975
1.0,-10.06757291874572,0.0,-2.090521392554601
1.0,-26.849300785008225,0.0,-2.482463532420998
1.0,-27.1049377925195,0.0,-2.4970255467264506
1.0,-12.091291499565028,0.0,-2.028736152560755
1.0,-40.23031739568972,0.0,-3.388770481730175
1.0,-5.746899565325872,0.0,-3.7603438539469813
1.0,-34.0360893467798,0.0,-2.93733960608217
1.0,-10.843214665256536,0.0,-2.058988445520333
1.0,-7.588411403578661,0.0,-2.3017513055230006
1.0,-7.777738972984989,0.0,-2.276510691628045
1.0,-10.69776768118548,0.0,-2.0640614732011917
1.0,-17.581610977773973,0.0,-2.0762893908172564
1.0,-7.184047643136193,0.0,-2.3640830989575505
1.0,-13.194379383830823,0.0,-2.0182645044773153
1.0,-72.79788458263543,0.0,-6.259015362232938
1.0,-17.21883089105739,0.0,-2.0669188172862096
1.0,-38.73784864788347,0.0,-3.2759317184573034
1.0,-6.190801912840198,0.0,-2.598087781418868
1.0,-12.441213464459619,0.0,-2.0239543582156707
1.0,-11.877792907504567,0.0,-2.032385404755253
1.0,-23.24244242473375,0.0,-2.2931693252367835
1.0,-7.093562496566469,0.0,-2.3798971038345984
1.0,-19.158521887809147,0.0,-2.1243030585636458
1.0,-5.5997865710584,0.0,-2.8946872863019397
1.0,-11.827062660970958,0.0,-2.033337897017802
1.0,-12.087753840068675,0.0,-2.02879198270772
1.0,-10.956800102056341,0.0,-2.0552740311200535
1.0,-11.417687776118493,0.0,-2.0422891861835426
1.0,-10.878597756001595,0.0,-2.057808492577551
1.0,-11.805268632103452,0.0,-2.0337573849996047
1.0,-58.515455536133416,0.0,-4.923569188643953
1.0,-20.558096482786397,0.0,-2.175664182367651
1.0,-20.93766935090782,0.0,-2.1908507843381977
1.0,-16.39022201118363,0.0,-2.0481479420065742
1.0,-32.91829495685279,0.0,-2.861086792012376
1.0,-15.996535318933882,0.0,-2.0406052255553373
1.0,-20.285994755265026,0.0,-2.165095025428667
1.0,-5.598598165960745,0.0,-2.895698438310958
1.0,-11.249591096063657,0.0,-2.046650823179391
1.0,-6.297986628043509,0.0,-2.5639743977719505
1.0,-36.268525201235754,0.0,-3.0947076555908035
1.0,-16.34285710796723,0.0,-2.0471917060253473
1.0,-7.720727161490386,0.0,-2.2838786876864168
1.0,-8.843484344684347,0.0,-2.1678881388195403
1.0,-6.685114849355326,0.0,-2.462370982043323
1.0,-9.154572410964892,0.0,-2.1443451369765354
1.0,-5.4952309772680215,0.0,-3.471509959545136
1.0,-23.475056018666056,0.0,-2.304378884074805
1.0,-16.641481235271698,0.0,-2.05343709253591
1.0,-5.535388335369061,0.0,-2.9564456861895696
1.0,-31.205679777822958,0.0,-2.7478568247964184
1.0,-7.064352080658166,0.0,-2.385170036135874
1.0,-7.281018658192146,0.0,-2.3479556674339594
1.0,-28.4849045544764,0.0,-2.577940262054083
1.0,-24.03899449865721,0.0,-2.3321690292849357
1.0,-7.448252119847135,0.0,-2.3219527833977214
1.0,-10.891843722936215,0.0,-2.0573721230958877
1.0,-5.900857011431555,0.0,-2.711315928934887
1.0,-24.627365985207334,0.0,-2.3620560455142816
1.0,-13.104013978912437,0.0,-2.018637847494226
1.0,-18.395646659256354,0.0,-2.0996644957902237
1.0,-8.436806661814186,0.0,-2.203628346850646
1.0,-5.504804621264812,0.0,-3.4872266514707206
1.0,-25.127733968063282,0.0,-2.3881595129610425
1.0,-30.53344988820639,0.0,-2.704683206974628
1.0,-10.290274670019478,0.0,-2.0802928341191267
1.0,-38.64503073860729,0.0,-3.268993504055408
1.0,-15.362445710985604,0.0,-2.030486393599348
1.0,-21.398868937298047,0.0,-2.209973020540941
1.0,-10.613960851719607,0.0,-2.067151310166645
1.0,-24.787280900286504,0.0,-2.370331277061166
1.0,-41.652439819712015,0.0,-3.4984300262125014
1.0,-43.97437502003447,0.0,-3.681644438806286
1.0,-22.624333087580062,0.0,-2.264130777350171
1.0,-8.604769051064771,0.0,-2.188127992032135
1.0,-5.44584996149451,0.0,-3.09410576663816
1.0,-6.859540640066425,0.0,-2.42468626361691
1.0,-7.4762001942950365,0.0,-2.3178142439329505
1.0,-21.481381637830893,0.0,-2.2134693944094606
1.0,-6.113717154229899,0.0,-2.6248080745076656
1.0,-6.0349789208104685,0.0,-2.6543586516584705
1.0,-30.05023904316391,0.0,-2.6741170960730516
1.0,-9.825858350167628,0.0,-2.102812252339665
1.0,-26.075054954075533,0.0,-2.439220991282608
1.0,-14.94484222060478,0.0,-2.0252902104682957
1.0,-7.286005448154583,0.0,-2.34714803633128
1.0,-5.576845742680069,0.0,-2.914947213994317
1.0,-16.66431482272604,0.0,-2.0539355555736893
1.0,-12.41386775479737,0.0,-2.0242764749532585
1.0,-18.951692272871327,0.0,-2.117375299642788
1.0,-6.818892904110943,0.0,-4.436354758898761
1.0,-5.7498795433241465,0.0,-2.7897325986167347
1.0,-11.747611333801022,0.0,-2.0348972955886087
1.0,-16.959115789999135,0.0,-2.0606308491719645
1.0,-9.107248376474269,0.0,-2.147734290443556
1.0,-17.692008640172443,0.0,-2.079272690139656
1.0,-15.287151374555696,0.0,-2.0294602890969697
1.0,-10.526579911848373,0.0,-2.0705067129369197
1.0,-26.042414164585445,0.0,-2.437427138611479
1.0,-10.813200287927302,0.0,-2.060005803071537
1.0,-13.685933267090082,0.0,-2.017595607165793
1.0,-5.594146491347303,0.0,-2.899521549875611
1.0,-5.456648827883644,0.0,-3.0699159557836984
1.0,-25.6043394217646,0.0,-2.4135870618166813
1.0,-8.013740850479959,0.0,-2.2479599912033263
1.0,-27.817433959001583,0.0,-2.5383274701954903
1.0,-6.595161531451845,0.0,-4.319650298881778
1.0,-8.110357883828376,0.0,-2.2371092381544426
1.0,-8.975293965625072,0.0,-2.15754207111486
1.0,-5.676394896061914,0.0,-2.8363809897613628
1.0,-14.892260334437484,0.0,-2.0247232940196955
1.0,-6.049693522515897,0.0,-2.6486441886930363
1.0,-6.02935767940377,0.0,-2.6565665598306216
1.0,-35.11791960792267,0.0,-3.0127861302689762
1.0,-20.793152719807328,0.0,-2.185008889531737
1.0,-42.807223409088145,0.0,-3.588925178318786
1.0,-5.964701671844534,0.0,-2.6830245698856388
1.0,-8.752812723001416,0.0,-2.1753402880882504
1.0,-9.435168196066682,0.0,-2.125559023439471
1.0,-5.476162701508836,0.0,-3.4372041733765686
1.0,-5.675804112990084,0.0,-2.8367873167633877
1.0,-22.064764335184197,0.0,-2.238818527306053
1.0,-27.04282467968433,0.0,-2.493474666009533
1.0,-7.293860683743234,0.0,-2.345880032834202
1.0,-15.664572961186176,0.0,-2.0349844079694956
1.0,-12.1902688512357,0.0,-2.0272360037317814
1.0,-9.007172531053778,0.0,-2.155123403038259
1.0,-13.572746773085836,0.0,-2.0175516503588957
1.0,-25.072609937219084,0.0,-2.3852536561552693
1.0,-18.974677000599673,0.0,-2.118136264108567
1.0,-20.475747536549854,0.0,-2.172437117990322
1.0,-7.568072117396267,0.0,-2.3045989779007012
1.0,-31.691900830834378,0.0,-2.779541135211428
1.0,-8.957214683843127,0.0,-2.1589280001474727
1.0,-20.569176742912084,0.0,-2.1761002567103387
1.0,-11.573287323635896,0.0,-2.038615173781048
1.0,-10.407476439810917,0.0,-2.0753065229892727
1.0,-5.423581647907582,0.0,-3.174525406788197
1.0,-73.55532042804415,0.0,-6.332270760399836
1.0,-24.9297790120594,0.0,-2.37775876595488
1.0,-39.36684759695394,0.0,-3.3231977851364753
1.0,-25.630123935668443,0.0,-2.4149779910821856
1.0,-20.910516444885342,0.0,-2.1897476154867004
1.0,-7.056033139640435,0.0,-2.386687300974835
1.0,-35.33498078561756,0.0,-3.028111044028969
1.0,-23.042294650429305,0.0,-2.2836460169917734
1.0,-10.236744959799903,0.0,-2.082659649594148
1.0,-85.36345486027827,0.0,-7.500172713071042
1.0,-10.340584959804097,0.0,-2.078119823429335
1.0,-9.969423618985546,0.0,-2.0953576725176726
1.0,-21.957276046957183,0.0,-2.234066530048209
1.0,-9.832928628754686,0.0,-2.102434271959683
1.0,-6.26629962975316,0.0,-2.573725283977029
1.0,-24.146459454164514,0.0,-2.3375610011901733
1.0,-10.712191579499557,0.0,-2.0635421339487205
1.0,-20.704228114582925,0.0,-2.1814506140480363
1.0,-10.257726537658396,0.0,-2.0817251653076116
1.0,-8.927058858347278,0.0,-2.161262875726067
1.0,-13.632680784780728,0.0,-2.017560568135064
1.0,-15.674646957785079,0.0,-2.035144686633167
1.0,-23.105172029616867,0.0,-2.2866255525191166
1.0,-14.360354265845253,0.0,-2.0201467629510272
1.0,-30.992322275236972,0.0,-2.7340735289341938
1.0,-12.179948261097326,0.0,-2.0273868858147073
1.0,-32.419508101242556,0.0,-2.827646345803422
1.0,-23.73720350763594,0.0,-2.3171904656180873
1.0,-16.38333868428896,0.0,-2.0480081629027405
1.0,-14.082473239652732,0.0,-2.0186348233187354
1.0,-22.354385230859414,0.0,-2.251800790498573
1.0,-13.264908181105604,0.0,-2.0180285915792027
1.0,-5.490025817895971,0.0,-3.013141077275069
1.0,-6.305240994313858,0.0,-4.155490815554219
1.0,-14.252063568023198,0.0,-2.019483243578584
1.0,-30.007711631551977,0.0,-2.67144615901415
1.0,-17.879832339240664,0.0,-2.0844857584713496
1.0,-30.585161542663677,0.0,-2.7079777582663214
1.0,-31.811645374254656,0.0,-2.7874016526436023
1.0,-6.063826950280032,0.0,-2.6432417594242787
1.0,-5.575398567524975,0.0,-3.5847386714901806
1.0,-12.377114111117802,0.0,-2.024722901170015
1.0,-18.814348845801923,0.0,-2.112875235337856
1.0,-14.935259021647463,0.0,-2.0251853998921874
1.0,-5.645658307397747,0.0,-3.663513567899316
1.0,-11.467286875424778,0.0,-2.0410808095523336
1.0,-15.286419687048362,0.0,-2.0294505069573634
1.0,-16.18567585318238,0.0,-2.044113157776151
1.0,-6.878325324703724,0.0,-2.4208631685124153
1.0,-13.786356380671442,0.0,-2.0177302167275064
1.0,-37.9865687154131,0.0,-3.2200486795155676
1.0,-21.035685754412338,0.0,-2.1948541907468293
1.0,-13.63200242170292,0.0,-2.017560285774014
1.0,-7.203582530710146,0.0,-2.3607680814060243
1.0,-23.750256485217903,0.0,-2.317833269194895
1.0,-8.688241427151278,0.0,-2.180820990888519
1.0,-11.569502094812385,0.0,-2.038700513707071
1.0,-14.317198362889107,0.0,-2.019871113961123
1.0,-5.5967340669602095,0.0,-2.8972924702895764
1.0,-6.121351626177622,0.0,-2.622070194006945
1.0,-19.010413281776472,0.0,-2.1193238477011196
1.0,-18.93492106089192,0.0,-2.1168214658512134
1.0,-15.711709975039764,0.0,-2.0357399875122812
1.0,-26.271537497095785,0.0,-2.4500697168037995
1.0,-14.366353363688598,0.0,-2.0201862508060673
1.0,-10.045580135188754,0.0,-2.0915871582649666
1.0,-20.77717722898671,0.0,-2.1843675846027297
1.0,-5.445373971389192,0.0,-3.0952845158508486
1.0,-6.287770631016794,0.0,-2.5670892270773464
1.0,-5.808952278198093,0.0,-3.8134649729293573
1.0,-15.154703925073191,0.0,-2.027749536335914
1.0,-5.995969807513044,0.0,-2.6699769769331416
1.0,-10.929486220076122,0.0,-2.056147847857654
1.0,-41.877071884239584,0.0,-3.5159339153714875
1.0,-5.919668307352512,0.0,-2.702732758182509
1.0,-41.30310291942205,0.0,-3.4713063013217456
1.0,-9.491290891794895,0.0,-2.1220574123928975
1.0,-30.040816916872682,0.0,-2.6735250684084004
1.0,-39.94765654088935,0.0,-3.367218934549533
1.0,-5.771486253608133,0.0,-2.777268761031561
1.0,-8.312624438062274,0.0,-2.215816376614015
1.0,-5.780007693490592,0.0,-3.7891591360006887
1.0,-12.447344755816781,0.0,-2.0238833045153646
1.0,-16.186214222551996,0.0,-2.0441234514242863
1.0,-5.528917363299252,0.0,-2.963653532008844
1.0,-6.339459651825939,0.0,-2.551600240066878
1.0,-5.830910335313528,0.0,-2.7453153167455735
1.0,-15.850539524075995,0.0,-2.0380477408127056
1.0,-13.078948620663475,0.0,-2.0187557199457853
1.0,-13.495359091235223,0.0,-2.0175885033240264
1.0,-12.541578862697783,0.0,-2.0228446507927593
1.0,-21.059086396484208,0.0,-2.1958148572175564
1.0,-13.749750886615107,0.0,-2.0176708488197668
1.0,-14.410931317491986,0.0,-2.0204885743570635
1.0,-5.798801397903219,0.0,-2.762185114156053
1.0,-22.61312611102408,0.0,-2.2636145575797313
1.0,-23.91869042638797,0.0,-2.326168975546746
1.0,-21.237540617994156,0.0,-2.203202278294145
1.0,-14.483273517056839,0.0,-2.021012346660132
1.0,-21.909792031172707,0.0,-2.23197884835908
1.0,-34.737558431972246,0.0,-2.9860809607724628
1.0,-33.62159414350861,0.0,-2.908856799614603
1.0,-20.422716596753954,0.0,-2.1703719525906093
1.0,-5.4854843109806986,0.0,-3.019833714705576
1.0,-7.277805610576959,0.0,-2.348477131185427
1.0,-5.598924115717541,0.0,-2.895420713431341
1.0,-16.947434322395203,0.0,-2.060356498272334
1.0,-11.107296217719737,0.0,-2.050674404947391
1.0,-13.455318275471269,0.0,-2.017629206567417
1.0,-7.750746940184225,0.0,-2.2799749295403298
1.0,-8.194183580396857,0.0,-2.2280587432479804
1.0,-25.95756775063284,0.0,-2.4327754810249527
1.0,-27.39839649849477,0.0,-2.513910773977094
1.0,-35.12957462293179,0.0,-3.01360743589644
1.0,-20.860221579686964,0.0,-2.1877110016861874
1.0,-10.582771868705484,0.0,-2.068333108401317
1.0,-11.370254325864945,0.0,-2.0434779580580837
1.0,-26.56113569494186,0.0,-2.466215927928676
1.0,-9.060846357458693,0.0,-2.1511224105732527
1.0,-8.244817758743253,0.0,-2.222748755936694
1.0,-16.799613770634117,0.0,-2.056948923370432
1.0,-16.711640382945067,0.0,-2.0549779945033952
1.0,-5.815194689332529,0.0,-2.7534624613094936
1.0,-10.118204531333479,0.0,-2.0881065154174374
1.0,-31.24317164070567,0.0,-2.750286497746779
1.0,-14.489145448664555,0.0,-2.021056648635777
1.0,-12.244209066969134,0.0,-2.0264681811328336
1.0,-18.197239972932596,0.0,-2.0936793973412153
1.0,-12.014391699635162,0.0,-2.029984619441141
1.0,-16.611678983552345,0.0,-2.052790919781155
1.0,-39.4531331791783,0.0,-3.3297150012028345
1.0,-15.844988049359927,0.0,-2.0379531182811483
1.0,-16.17920683066431,0.0,-2.043989605614178
1.0,-8.890861876262262,0.0,-2.1641042334636964
1.0,-5.422352901149713,0.0,-3.1833331301007686
1.0,-12.079836873929763,0.0,-2.0289174832040615
1.0,-9.27815771550253,0.0,-2.1358010934953633
1.0,-9.927743413437113,0.0,-2.09747462722285
1.0,-31.43096699247169,0.0,-2.7624906643170126
1.0,-9.04348849048135,0.0,-2.152406616104371
1.0,-13.963776690781401,0.0,-2.0181826543283377
1.0,-8.91481673025167,0.0,-2.1622190891100654
1.0,-5.43221738317239,0.0,-3.1341505678359285
1.0,-12.162415306971944,0.0,-2.027646151402087
1.0,-11.53876115007056,0.0,-2.0394009660917387
1.0,-23.446007833305632,0.0,-2.302970845978299
1.0,-46.18689966866499,0.0,-3.8606724613142838
1.0,-33.558008294114,0.0,-2.904508730949897
1.0,-22.64582984475878,0.0,-2.2651220110653565
1.0,-5.594001049133437,0.0,-2.8996474146643263
1.0,-14.265823614195593,0.0,-2.0195623453836524
1.0,-46.270772763392415,0.0,-3.867539547726106
1.0,-32.523742036702004,0.0,-2.834603875976497
1.0,-15.114834413133176,0.0,-2.027258390015292
1.0,-17.244682728129924,0.0,-2.0675641891063665
1.0,-5.533780413240889,0.0,-2.9582149447766746
1.0,-31.399147629720975,0.0,-2.7604188581325833
1.0,-12.44556759612258,0.0,-2.0239038555019504
1.0,-11.661138791721331,0.0,-2.0366899572956862
1.0,-5.619376153937934,0.0,-3.6354946812336797
1.0,-11.775646924104453,0.0,-2.0343375348163497
1.0,-14.691500184121125,0.0,-2.0227448891871402
1.0,-10.013976255774141,0.0,-2.093136713568581
1.0,-6.830796726423006,0.0,-2.430620260884014
1.0,-5.440784215164431,0.0,-3.1072985839817564
1.0,-9.751409704942777,0.0,-2.1068622974910713
1.0,-21.508470453123632,0.0,-2.2146221397210333
1.0,-24.654865674811774,0.0,-2.363474535501169
1.0,-27.373279564413895,0.0,-2.5124586048778097
1.0,-43.68703349319065,0.0,-3.658703924694354
1.0,-19.490794417918234,0.0,-2.1358031817801253
1.0,-12.837642585316537,0.0,-2.0202160508927296
1.0,-5.982517574971331,0.0,-2.675530027513428
1.0,-6.910593252890136,0.0,-2.4143944570785862
1.0,-20.303097699927097,0.0,-2.165751373844796
1.0,-6.473697157521519,0.0,-2.514248799517726
1.0,-11.953303898393369,0.0,-2.0310289981086296
1.0,-17.6580625131568,0.0,-2.0783489298834743
1.0,-7.848008145657756,0.0,-2.267690104179635
1.0,-12.759740406808614,0.0,-2.020816366781943
1.0,-22.809205935062025,0.0,-2.272699951276426
1.0,-15.055156639744904,0.0,-2.0265440789901574
1.0,-5.677218685204215,0.0,-2.8358153538733593
1.0,-14.674971066989638,0.0,-2.022595334461996
1.0,-12.799583197309051,0.0,-2.0205013308708293
1.0,-8.059918907677883,0.0,-2.2427164591060493
1.0,-6.103734676470676,0.0,-2.628420241095066
1.0,-29.453958181928762,0.0,-2.636957298411538
1.0,-6.611318489048016,0.0,-2.479628032319687
1.0,-6.796907320685927,0.0,-4.425197821333443
1.0,-8.33451274484094,0.0,-2.2136211424826575
1.0,-40.25997136554241,0.0,-3.3910362461747114
1.0,-11.554795061075344,0.0,-2.039033980435909
1.0,-14.529030561986943,0.0,-2.021364628817853
1.0,-15.754411763287576,0.0,-2.0364367729799424
1.0,-6.052842261828995,0.0,-2.647433379161251
1.0,-12.204256564259321,0.0,-2.027033552251902
1.0,-21.431909382466422,0.0,-2.2113703698824354
1.0,-6.611729162048816,0.0,-2.4795296193289618
1.0,-13.587530223070775,0.0,-2.017550829222492
1.0,-27.22353834327538,0.0,-2.503828134615225
1.0,-10.434751655248528,0.0,-2.074183892023067
1.0,-5.850692638313543,0.0,-3.847248198272773
1.0,-35.029536468343295,0.0,-3.0065637366815476
1.0,-10.329231207176914,0.0,-2.078605901179036
1.0,-5.684277174101645,0.0,-3.702267116752605
1.0,-12.983994687784943,0.0,-2.0192594153705077
1.0,-28.262096785029485,0.0,-2.564620624441951
1.0,-6.15405031798286,0.0,-2.6105770978869742
1.0,-38.30206643404247,0.0,-3.243439554062271
1.0,-15.231169972691214,0.0,-2.028722449487179
1.0,-11.98756437217099,0.0,-2.030437486219852
1.0,-41.36201654850782,0.0,-3.475872181952644
1.0,-20.434084401426965,0.0,-2.1708137842816457
1.0,-5.926321337242069,0.0,-3.9052487380307364
1.0,-14.91598175783231,0.0,-2.024976573314046
1.0,-6.9719067640890255,0.0,-2.4024334639562035
1.0,-32.56845809783379,0.0,-2.8375936379319464
1.0,-36.57511252736552,0.0,-3.116816098059034
1.0,-11.562325199706569,0.0,-2.0388628666328814
1.0,-31.58125759260757,0.0,-2.7722980962985986
1.0,-32.43232640311866,0.0,-2.8285010748820545
1.0,-9.160380785021168,0.0,-2.143933715600107
1.0,-9.7370212929761,0.0,-2.1076599375747023
1.0,-9.850005534978573,0.0,-2.1015260347208895
1.0,-5.456280939724482,0.0,-3.0706725517164646
1.0,-10.937166218700103,0.0,-2.0559009217829156
1.0,-5.835980587985467,0.0,-2.742729695958304
1.0,-29.862606587155412,0.0,-2.6623565113636
1.0,-6.714389283670632,0.0,-2.455753705292943
1.0,-29.069465231932753,0.0,-2.6133332696975295
1.0,-13.302963319720543,0.0,-2.0179212450574475
1.0,-5.474079792908698,0.0,-3.0378464405315047
1.0,-7.333037845992662,0.0,-2.339631376816517
1.0,-32.55738989663675,0.0,-2.8368533276463586
1.0,-13.818555278002236,0.0,-2.0177921294949828
1.0,-22.908252321580935,0.0,-2.2773320684525125
1.0,-12.115539766302824,0.0,-2.028357606379266
1.0,-6.689276327329038,0.0,-4.369635304546467
1.0,-23.392805001642273,0.0,-2.3003980275171623
1.0,-12.62083110649366,0.0,-6.566507880340467
1.0,-22.277207729268973,0.0,-2.248316133151283
1.0,-7.123963555342123,0.0,-2.3744977828765954
1.0,-12.11027862073827,0.0,-2.0284391279721508
1.0,-7.091328644919445,0.0,-2.3802973757287065
1.0,-19.081554262544294,0.0,-2.121704036826888
1.0,-30.54586341115793,0.0,-2.7054736632172753
1.0,-14.19166970169406,0.0,-2.019154165445287
1.0,-11.731746484656984,0.0,-6.289904496755763
1.0,-12.831461351758861,0.0,-2.020261347921
1.0,-11.476416846634875,0.0,-2.0408622059387582
1.0,-14.142412075535368,0.0,-2.018907757066178
1.0,-6.02499190370964,0.0,-3.9759419023650375
1.0,-11.224730134360886,0.0,-2.0473315294214536
1.0,-59.6071486482729,0.0,-5.02219508495554
1.0,-14.020379416103452,0.0,-2.01838353613883
1.0,-36.80983960121558,0.0,-3.133820021684672
1.0,-12.582312549382685,0.0,-2.02242641348005
1.0,-5.441865025964428,0.0,-3.104354640592761
1.0,-10.021724511552469,0.0,-2.0927548342581326
1.0,-55.244249019766556,0.0,-4.632029638092436
1.0,-10.18311248243279,0.0,-2.0850885480939163
1.0,-7.979589388747261,0.0,-2.2519072387426555
1.0,-9.456305823466918,0.0,-2.1242305689102943
1.0,-7.2011370316892345,0.0,-2.361181208090626
1.0,-5.600870094725128,0.0,-2.8937687797023193
1.0,-5.421994031467193,0.0,-3.2692956558022876
1.0,-9.877681053585622,0.0,-2.100068149748509
1.0,-28.88994424427898,0.0,-2.6023959166098836
1.0,-6.860955949172125,0.0,-2.424396721845345
1.0,-10.199036186768197,0.0,-2.084361329403043
1.0,-21.318685307610522,0.0,-2.206596953324819
1.0,-26.697630000504454,0.0,-2.4738895660204934
1.0,-26.291136124503964,0.0,-2.451156576709672
1.0,-24.531145712939818,0.0,-2.3571078023126297
1.0,-17.61631763008087,0.0,-2.077220759355612
1.0,-26.140292531932772,0.0,-2.4428134720819
1.0,-10.129098747594,0.0,-2.0875939105111847
1.0,-28.661171837432676,0.0,-2.5885449511773677
1.0,-5.9036585963644725,0.0,-2.7100237214028926
1.0,-31.650995573121442,0.0,-2.7768611054905685
1.0,-24.042965313148933,0.0,-2.3323677220937276
1.0,-32.859580368053045,0.0,-2.857131197176945
1.0,-35.760483856160704,0.0,-3.0583285890804337
1.0,-6.221636832331951,0.0,-2.5879362715235974
1.0,-17.70444210440206,0.0,-2.0796124571527654
1.0,-8.047611313562484,0.0,-2.2441035907438858
1.0,-9.79503787342284,0.0,-2.1044733291831657
1.0,-10.18726252159771,0.0,-2.084898523823872
1.0,-15.095971837293522,0.0,-2.0270299048415787
1.0,-22.73636243321051,0.0,-2.269311530021021
1.0,-21.355250856584004,0.0,-2.208133863286104
